,sentence,sentiment,tokens,sentiment_code
2834,"Hay vuelos en #Ryanair por tan solo 4,99€ y yo sin un puto duro para hacer un viaje a ningún sitio... #PutaMierdaTodo",Positiva,vuelo ryanair puto duro viaje sitio putamierdatodo,1
2835,Los trabajadores de tierra de Ryanair desconvocan la huelga del próximo 30 de diciembre https://t.co/VTZMNj3IZB https://t.co/nesQflHOPC,Positiva,trabajador tierro ryanair desconvocar huelga diciembre,1
2836,@Ryanair_ES Cafe por 3€ en @Ryanair   Me dice la azafata que es molido. Que mejor me lo beba sin sacar la tapa. Yo… https://t.co/wzCWq4XPUW,Negativa,ryanaires  cafe ryanairmar azafata molido bebar sacar tapa,-1
2837,@Iberia Hola Argentina. Hola Europa.,Neutra,iberio hola argentino hola europa,0
2838,#Ryanair y #eljuegodelasilla esto no es #revenue  es tocar la moral y cargarse la actitud del personal!!,Negativa,ryanair eljuegodelasillo revenuees tocar moral cargar el actitud personal,-1
2839,@Iberia ¿Sabrán confirmarme a qué hora partió el vuelo IB6845 desde Madrid a Buenos Aires? Me mencionan (horas) de… https://t.co/P40wZfdXT2,Neutra,iberio saber confirmar yo hora partir vuelo madrid aire mencionar,0
2840,@Iberia Gracias por vuestro profesionalismo y cuidado a clientes. Saludos para Ustedes de igual forma,Positiva,iberio gracias profesionalismo cuidado cliente saludo formar,1
2841,@Univ_Opinion @CarlosLoret @Iberia perdió mi maleta hace 5 días y no saben dónde está. Tengo medicamentos que no es… https://t.co/5RbuF7XZ7d,Negativa,univopinion carlosloret iberio perder maleta medicamento,-1
2842,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/ybUaguF3fM",Positiva,iberio destino click deseadme suerte holaargentin hola destino europeo precio,1
2843,Un hombre desespera y escapa de un avión de Ryanair por la puerta de emergencia #Marketing https://t.co/Vv50DQijp9 #in,Negativa,hombre desespero escapar avion ryanair puerto emergencia marketing,-1
2844,"@InfoViajera Hola, te hago una consulta. Si yo compré pasajes en Iberia y días después me hice una cuenta de Iberia… https://t.co/UciNGTEqGQ",Neutra,infoviajero hola consulta comprar pasaje iberio hacer iberio,0
2845,Los mejores precios para volar con @Iberia en Viajes Carrefour!! https://t.co/WM6Xt1kDas,Negativa,mejor precio volar iberio viaje carrefour,-1
2846,"@Iberia Pero ahora estoy en amsterdam sin nada, y lo que tenga que comprar de ropa para no morir de hipotermia me lo pagais vosotros no?",Negativa,iberio amsterdam comprar ropa morir hipotermia pagais,-1
2847,"@Iberia Al final no lo perdí, pero ayer intentasteis cobrarnos 1500€ por cambiar tres billetes al perder un vuelo p… https://t.co/5iSVJMSw3F",Negativa,iberio perdi intentasteis cobrar yo cambiar billete perder vuelo,-1
2848,Siempre es un placer volar con @Iberia ;) encantado como siempre,Positiva,placer volar iberio encantado,1
2849,Hilo completito https://t.co/2ny63Wb5BV,Neutra,hilo completito,0
2850,"@Iberia contestar está bien, solucionar es impresionante!!",Positiva,iberio contestar solucionar impresionante,1
2851,"""¿QUIERES PASAR LA NOCHEVIEJA EN GRECIA?""GANA 2 PASAJES AÉREOS MADRID - ATENAS con IBERIA y GRECIA VACACIONES! https://t.co/MAurgxKRov",Neutra,querer pasar nochevieja grecia ganar pasaje aereo madrid atena iberio grecia vacacion,0
2852,Pero qué grande eres y qué buen gusto tienes!!! ARTE. Buen viaje tenga usted @Hacedordevinos Abrazos!!! https://t.co/QcB8brE0CF,Positiva,grande gusto arte viaje hacedordevinos abrazo,1
2853,@jmcouceiro @Ryanair si queríais joderle un poco más haberlo puesto en el 23F...,Negativa,jmcouceiro ryanair queriai joder el haber el poner,-1
2854,Sigo esperando una respuesta https://t.co/EQOOxOVnxD,Negativa,seguir esperar respuesta,-1
2855,"Mismas fechas, más caro Ryanair. Ojalá se extinguiese esa vil compañía.",Negativa,fecha caro ryanair ojala extinguir vil compañia,-1
2856,@iberia d e s a s t r o s o s,Negativa,iberio,-1
2857,"@Iberia No me han dado ningún detalle. No consigo hablar con una persona, solo con una máquina.",Negativa,iberio detalle hablar persona maquin,-1
2858,Incluir en una noticia de un medio de comunicación 'serio' la palabra trolea ??????? https://t.co/QpQJFsybCf,Negativa,incluir noticia comunicacion serio palabra trolear,-1
2859,@Iberia Un gusto 😉✈️,Positiva,iberio gustar,1
2860,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/6C8s8aDy2S vía @GrandesMedios",Negativa,accidente vuelo spanair letal españa decada video via grandesmedio,-1
2861,"@Iberia intento reservar adientos via web y ne marca un mensaje de error, no abre plano de aviòn",Negativa,iberio reservar adiento via web marcar mensaje error abrir plano aviòn,-1
2862,"Hasta el momento la segunda división solo tiene confiramdos ha San Antonio Unido, Colchagua, Recoleta, Santa Cruz e… https://t.co/Xc3Ce9klOr",Negativa,division confiramdo san antonio unido colchagua recoleta santo cruz,-1
2863,@Iberia Muchisimas Gracias!!,Positiva,iberiar muchisimos gracia,1
2864,@androxale Iberia no la había mirado jajaka pero es la unica casi porque vueling tiene escala y norweggian y ryanair no tienen directos jaja,Neutra,androxale iberio mirado jajaka unico vueling escala norweggiar ryanair directo jajo,0
2865,@AirHelp_ES @Fjlopezm @TCPazafataVuelo @controladores @ViajaVuelaVive @iatiseguros @RadioViajera @terminalsalida… https://t.co/KAbEYkenXt,Neutra,airhelpes fjlopezm tcpazafatavuelo controlador viajavuelavivir iatiseguro radioviajero terminalsalido,0
2866,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/9iht2MPkHc",Positiva,iberio destino click deseadme suerte holacolombio hola destino europeo precio,1
2867,@MNAnoticies @ramontremosa Recordar que es una filial d’@Iberia !!! 😜,Negativa,mnanotici ramontremosa recordar filial iberio,-1
2868,@Iberia La verdad es que acabo de compartir y no me deja tirar de nuevo...,Neutra,iberio acabo compartir dejar tirar,0
2869,@JesusBengoechea No creo que sea un tema de Iberia. Luego lo compruebo,Neutra,jesusbengoechea tema iberio compruebo,0
2870,"Impuntualidad + Embarque desastroso = @Iberia.  1 hora de retraso 3,70€ tasa de parking 🅿 #vueloretrasado… https://t.co/93RqpWlP5W",Negativa,impuntualidad embarque desastroso iberio hora retraso tasa parking vueloretrasado,-1
2871,Ryanair: las cancelaciones masivas le costarán 70 millones de euros y 2 millones de pasajeros https://t.co/1JoXvNTYhJ vía @indpcom,Negativa,ryanair cancelacion masivo costar millon euros millon pasajerosvia indpcom,-1
2872,Ryanair está regalando 2 billetes gratis a todo el mundo después de la cancelación de más de 2000 vuelos.... https://t.co/IfGV6WxGFC,Neutra,ryanair regalar billete gratis mundo cancelacion vuelo,0
2873,@Iberia Gracias.,Positiva,iberio gracias,1
2874,El total que Ryanair nos indemniza por la cancelación del vuelo desde Düsseldorf por las nevadas asciende a: https://t.co/ZzAcJxVORK,Negativa,ryanair indemnizo cancelacion vuelo düsseldorf nevada ascender,-1
2875,Un pasajero de un vuelo de la compañía Ryanair entre Londres y Málaga abrió tras el aterrizaje la puerta de... https://t.co/crnD1ADdXJ,Negativa,pasajero vuelo compañia ryanair londr malago abrir aterrizaje puerto,-1
2876,@Iberia llamo a atencion a clientes y no dejan poner reclamacion!!!! Y en la web pone que es una encuesta que llame… https://t.co/H4rKmpOQHf,Negativa,iberio llamar atencion client dejar reclamacion web poner encuesta llamar,-1
2877,@vespadhesivo @Guinness_Spain Es una bufanda de Ryanair???,Neutra,vespadhesivo guinnessspain bufanda ryanair,0
2878,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #VIDEO https://t.co/vYUHwivUT8",Negativa,accidente vuelo spanair letal españa decada video,-1
2879,"Hola @Iberia, he sacado billetes con descuento para miembros del Colegio de Economistas de Madrid. ¿Tengo que viajar con carnet del colegio?",Neutra,hola iberio sacado billete descuento miembro colegio economistas madrid viajar carnet colegio,0
2880,@CunadoDeTuiter Seguro que cambian el número de emergencias por el 1O. Y todo para putear a los turistas del resto de Iberia.,Neutra,cunadodetuiter seguro cambiar numero emergencia putear turista resto iberio,0
2881,"Porque al final la traducción siempre acaba estando presente...
https://t.co/VvASPkABXt
https://t.co/vhQfqVuKnN",Neutra,traduccion acabar presente,0
2882,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/eCHETpMhIQ,Positiva,iberio plus cumplir año celebrar el especial elegir numero favorito,1
2883,"los auxiliares de vuelo, azafatas, no tienen dentro de sus funciones ayudar al pasaje a colocar el equipaje de mano… https://t.co/1wxe5kBPhm",Negativa,auxiliar vuelo azafata funciones ayudar pasaje colocar equipaje mano,-1
2884,Ryanair rechaza la sección sindical creada por sus pilotos en España vía @hosteltur https://t.co/eNQtdP2PLn… https://t.co/CgYtTTQ9Xc,Neutra,ryanair rechazar seccion sindical creado piloto españo via hosteltur,0
2885,@marcoslgn Iberia me ha hecho perder la conexión y he tenido que coger otro vuelo.,Negativa,marcoslgn iberio perder conexion coger vuelo,-1
2886,"IAG, el grupo de Iberia y Vueling, compra la austriaca Niki que estaba en quiebra https://t.co/9zmH8QMhZp",Negativa,iag grupo iberio vueling compro austriaco niki quiebra,-1
2887,La matriz de Iberia y British Airways quiere subirse a bordo de la aerolínea Niki https://t.co/T9OI1Ymgum … https://t.co/6t6HepylSY,Neutra,matriz iberio british airways subir el bordo aerolinea niki,0
2888,Que tengas pagado un vuelo y a la hora de hacer el #cheking te digan usted no tiene asiento #Iberia 🤔 #absurdo… https://t.co/FqIBrdiULg,Negativa,pagado vuelo hora cheking decir asiento iberio absurdo,-1
2889,No nos imaginábamos en 1966 que el orden de los maletines de la imagen sería premonitorio: Nuestra Viasa nació de l… https://t.co/EakeKDHq6G,Negativa,imaginar orden maletin imagen premonitorio vias nacer,-1
2890,Ryanair cambia vuelos pero no se puede cancelar....,Neutra,ryanair cambiar vuelo cancelar,0
2891,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/uJR74FNOLX",Neutra,iberio destino click deseadme suerte holacolombio hola destino europeo precio,0
2892,"@Iberia @Iberia llamadas inútiles, mails inutiles, reclamaciones abiertas a día de hoy dos y me indican hoy que deb… https://t.co/P6fQzVpIpd",Negativa,iberio iberio llamado inutil mail inutil reclamacion abierto indicar deb,-1
2893,"@Iberia la web últimamente da muchos problemas, el ""eres humano?"" cada vez q quieres ver 1 fecha d viaje es un verd… https://t.co/vv98hcV866",Negativa,iberio web ultimamente problema humano querer fecha viaje verd,-1
2894,"Y claro, como @Iberia tiene el mejor servicio al cliente, ahora debo gastar una semana de mi vida y mis energías en… https://t.co/Yd8k9svsbP",Negativa,iberio servicio cliente deber gastar semana vida energia,-1
2895,@Ryanair Porto (OPO) #TravelThursday,Positiva,ryanair porto opo travelthursday,1
2896,Iberia solicitó permiso para operar tres vuelos adicionales a la semana entre Bogotá y Madrid Colombia el 3er merca… https://t.co/hh38yCNJfB,Positiva,iberio solicitar permiso operar vuelo adicional semana bogota madrid colombio merco,1
2897,"#FunPodGrupo1 - El primer vuelo de Iberia, hace 90 años, costaba la mitad que las tarifas de ayer entre Asturias y Madrid",Neutra,funpodgrupo vuelo iberio año costar mitad tarifa asturia madrid,0
2898,@ElNacionalWeb  saben la cantidad de valijas que pierde @Iberia a diario y no devuelve?,Negativa,elnacionalwebsabir cantidad valija perder iberio diario devolver,-1
2899,Ryanair cede y reconoce a los sindicatos para evitar la huelga de pilotos | https://t.co/FZC09zbto5 https://t.co/xWgxiYEULl,Negativa,ryanair ceder reconocer sindicato evitar huelga piloto,-1
2900,Ryanair cede ante la rebelión de sus pilotos https://t.co/ssfiNEBCmw vía @Cerodosbe,Neutra,ryanair ceder rebelion pilotosvia cerodosbe,0
2901,Ryanair estrena los vuelos a Colonia y Sevilla con el reto de mantener el 90% de ocupación https://t.co/yzl5QPpZt0,Neutra,ryanair estrenar vuelo colonio sevilla reto mantener ocupacion,0
2902,@cesartapiag Así es el fútbol ... A Iberia le pasó lo mismo que a Wanderers,Negativa,cesartapiag futbol iberio pasar wanderers,-1
2903,@Iberia me habéis cancelado un vuelo hoy de Londres Heathrow a Madrid y la verdad que no me dais ningún tipo de explicación.,Negativa,iberio cancelado vuelo londr heathrow madrid dais tipo explicacion,-1
2904,Lo de Ryanair y el pagar por elegir asiento e ir juntos solo provoca más lío. Nadie paga por ello y luego se empiez… https://t.co/1L9i68QsNR,Negativa,ryanair pagar elegir asiento junto provocar lio pagar empiez,-1
2905,[From our network] Iberia ofrecerá desde noviembre la clase Turista Premium en sus rutas a Lima…… https://t.co/D4zVE1EgRl,Positiva,from our network iberio ofrecer noviembre clase turista premium ruta lima,1
2906,tu shori es una puta le cabe un ryanair,Negativa,shori puto caber ryanair,-1
2907,#Economía La huelga de pilotos de #Ryanair en #Irlanda amenaza con extenderse a más países https://t.co/MpBe5e2c53 https://t.co/zrhMe3BBAr,Negativa,economia huelgo piloto ryanair irlanda amenazar extender el pais,-1
2908,#MaletasPerdidas con @Iberia. Hace tres dias volé con @Iberia y mis maletas se quedaron en #Medellin. Me prometiero… https://t.co/PtTMFbTSZu,Negativa,maletasperdida iberio volar iberio maleta quedar medellin prometiero,-1
2909,Ryanair reconocerá a los sindicatos de pilotos para evitar un colapso en Navidad https://t.co/1z6e50ED2H,Positiva,ryanair reconocer sindicato piloto evitar colapso navidad,1
2910,@iberia #HolaEuropa. Ya nos veremos. https://t.co/KPdML9GG18,Neutra,iberia holaeuropo ver,0
2911,"Si nos quejábamos de la web de RENFE, la de IBERIA  es muchísimo peor. Llevo DOS DÍAS intentando hacer una... https://t.co/KtZ4PKP1tS",Negativa,quejar web renfe iberiaes muchisimo llevar intentar,-1
2912,@zaira_riveiro @Iberia SHARE/RT IBERIA COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER DINERO MA… https://t.co/BtNjHMf3Mi,Negativa,zairariveiro iberio share iberio cobrar instantaneamente venta devolver dinero,-1
2913,"No busques, vive y encontrarás ☺️ #Ryanair #Milan https://t.co/M44KRMNsKb",Positiva,busquser vivir encontraras ryanair milar,1
2914,Ryanair enfrenta su primera huelga de pilotos en Alemania. https://t.co/X1bw2M10N4,Neutra,ryanair enfrentar huelga piloto alemania,0
2915,Hoy se ha inaugurado el vuelo Valencia-Budapest desde @aeroVLC operado por @Ryanair @Ryanair_ES Mañana ESPECIAL… https://t.co/2iFRrR4vUR,Neutra,inaugurado vuelo valencio budapest aerovlc operado ryanair ryanair mañana especial,0
2916,ME PAGAN EL VIAJE USTEDES A CANARIAS? PORQUE YO ESTOY POBRE https://t.co/s0XDRrnp40,Neutra,pagar viaje canario pobre,0
2917,"@Iberia Pues oye... Al ir a pagar, me decia que si queria menu de hamburguesa 15 euros, que si queria otro menu 18… https://t.co/DZRBmrezDz",Negativa,iberio oir pagar decia queria menu hamburguesa euros queria menu,-1
2918,Ryanair: “juegue limpio a partir de ahora” https://t.co/2DC0rDugOV https://t.co/4WxVLDyMQo,Negativa,ryanair jugar limpio,-1
2919,.@Ryanair_ES .@Ryanair Así están los compartimentos después de quitar a los viajeros las maletas de cabina. Medio v… https://t.co/BSQailM3yH,Negativa,ryanair ryanair compartimento quitar viajero maleta cabin,-1
2920,"Desastre @Iberia  - Me cansé de reclamar PINES, me envían y me envían, y ninguno funciona. Hace años que soy socia… https://t.co/gN695x3Ced",Neutra,desastre iberio cansar reclamar pin envir env funcionar año socia,0
2921,Ryanair lanza 100.000 asientos baratos para atacar la oferta de Iberia https://t.co/dMgZ1tvHwu,Positiva,ryanair lanzar asiento barato atacar oferta iberio,1
2922,"Se habla de la leche que se está pegando el Sabadell. Pero la de IAG (Iberia) es aún mayor, eh.
(-6,35%)
https://t.co/DtIsIf3Xkj",Negativa,leche pegar sabadell iag iberio,-1
2923,Iberia tendrá más vuelos semanales entre San Juan y Madrid https://t.co/4R5Vc8A8Mb,Positiva,iberio vuelo semanal san juan madrid,1
2924,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/eqj7XtiVhL",Neutra,iberio destino click deseadme suerte holaargentin hola destino europeo precio,0
2925,Nueva incorporación a la flota!! A340 de @Iberia Mat. EC-LEU y parche de Pucará!!! Gracias @pela31 !!! https://t.co/anZnqzhyu7,Positiva,incorporacion flota iberio mat leu parche pucacer gracia pela,1
