,sentence,sentiment
1214,"#QuéVer Una de las familias más populares te invitan a sus vacaciones en De viaje con los Derbez
https://t.co/p7XqdsBK8d https://t.co/7CkdhjzDB6",Neutra
1215,Ayuso pasará de 30 a 54 escaños y está a uno de la mayoría absoluta junto a Vox https://t.co/vOwR8hZBpA,Positiva
1216,"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Negativa
1217,"@polemicas1 @pm_ucs @RoiLopezRivas @PresidenciaCV @GovCaboVerde @ecowas_cedeao @afribar @ONU_es @presidentecowas Papel muy triste ese de tratar de desvirtuar la verdad! #AlexSaab fue detenido ilegalmente por orden del imperio. Ni siquiera se preocuparon por elaborar pruebas falsas. Están tan seguros del servilismo d Cabo Verde, que no van a perder tiempo en nimiedades! #LibertadParaAlexSaab",Neutra
1218,"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Negativa
1219,"Los hosteleros son tontos, en lugar de abrir restaurantes deberían haber abierto aerolíneas con un único avión con sede legal en Caracas.",Neutra
1220,"🔴#ÚLTIMAHORA | Ángel Garrido deja la política
https://t.co/rssVj6fjhA",Neutra
1221,"El problema de España son los youtubers que se instalan en Andorra y las infantas que se vacunan en Abu Dabi.
No regalar 53M a la chavista aerolínea con un solo avión Plus Ultra, representada por Baltasar Garzón.
Da miedo pensar cómo despilfarrará el Gobierno los fondos europeos.",Negativa
1222,Efraín Alegre cada vez que hay manifestaciones en contra del gobierno https://t.co/kHXUetRIBM,Positiva
1223,"Me acaban de decir que le parece triste que yo viaje solo, vaya a la playa solo y haga todo solo...

A mi me parece más triste dejar de hacer las cosas que te gustan esperando por la compañía de alguien, el ""no puedo, no tengo con quién"" 🤷🏾‍♂️",Positiva
1224,"Que no te de pena nada!, pa’lante es pa’ allá y sonrisa siempre por delante! https://t.co/IqxOI5HVj6",Positiva
1225,Isidro con arnés de viaje es lo más adorable que vais a ver hoy. https://t.co/znF5BeFZA7,Positiva
1226,"El problema de España son los youtubers que se instalan en Andorra y las infantas que se vacunan en Abu Dabi.
No regalar 53M a la chavista aerolínea con un solo avión Plus Ultra, representada por Baltasar Garzón.
Da miedo pensar cómo despilfarrará el Gobierno los fondos europeos.",Negativa
1227,"Siendo de Cali y ya me da miedo ir a Bogotá por la inseguridad... 

¡Cómo estará de jodido eso allá!",Neutra
1228,"Soy el wey que en clases se sabe la respuesta pero nunca la dice porque le da miedo, aunque por dentro sé que es la respuesta correcta.",Positiva
1229,"El problema de España son los youtubers que se instalan en Andorra y las infantas que se vacunan en Abu Dabi.
No regalar 53M a la chavista aerolínea con un solo avión Plus Ultra, representada por Baltasar Garzón.
Da miedo pensar cómo despilfarrará el Gobierno los fondos europeos.",Negativa
1230,"Maca es una gata súper feliz y vital. Es alegre y divertida y le encanta restregar su cabecita contra tus manos. Es coja de una patita debido a un atropello. Y por eso vino a #Apao hace años. Ha pasado de ser feral a ser una gata dulce, mimosa y buena que necesita una familia. https://t.co/zUyoxjalKE",Negativa
1231,#ViernesSeCambiaAvatar @marioeagle @lalou03 @liishus @wicholopez qué alegre que ya es viernes 🤩🤩🤩,Positiva
1232,"¡Feliz y positivo Sábado! 
Hoy vamos a sumar confianza, calma, alegría y esperanza. Y vamos a restar preocupaciones, quejas y temores. Que este día este lleno de paz, salud, amor y muchas Bendiciones para tod@s.
¡Muy buenos días! https://t.co/cEVnOvwIn9",Positiva
1233,"No hay miedo, que venga el que sea. A estas alturas, cualquier rival es difícil y el Porto también es un grande de Europa.

A disfrutar de estar entre los 8 mejores, que no es para todos ni ocurre todos los días. #UCLdraw https://t.co/tVMx6HCPY7",Positiva
1234,El PP da pista libre a VOX en Murcia para implantar el pin parental https://t.co/oacGoGIoWT,Negativa
1235,"Roures esconde 500 millones de € en Holanda, pide 300 millones de € a los españoles para rescatar su empresa Mediapro en quiebra, mientras avala con 30 millones de € a Laporta. España financiando a sinvergüenzas  https://t.co/OYFOwEdYRg",Negativa
1236,"@Ttrifasika Lo más triste es que todos los que están pasando por este populismo fascista se dan cuenta cuando llevan esos impresentables un tiempo en el poder
Tiempo en el que han empobrecido a todo dios y desmantelado todos los servicios
Lo unico es VOTAR",Negativa
1237,"este es el ultimo dia de lali siendo nuestra lali, la q tenia miedo de llenar un opera y sacó un disco solista, ahora esa lali se la mostramos al mundo entero, para que por fin conozca todo ese talento que nosotros disfrutamos hace años, suerte mi lali que aca estaremos siempre🤍",Neutra
1238,"Últimamente me da mucha flojera todo, entrar a clases, contestar mensajes, levantarme por las mañanas, ir a comer, creo que me estoy apagando.",Negativa
1239,Isidro con arnés de viaje es lo más adorable que vais a ver hoy. https://t.co/znF5BeFZA7,Positiva
1240,"El problema de España son los youtubers que se instalan en Andorra y las infantas que se vacunan en Abu Dabi.
No regalar 53M a la chavista aerolínea con un solo avión Plus Ultra, representada por Baltasar Garzón.
Da miedo pensar cómo despilfarrará el Gobierno los fondos europeos.",Negativa
1241,"Me acaban de decir que le parece triste que yo viaje solo, vaya a la playa solo y haga todo solo...

A mi me parece más triste dejar de hacer las cosas que te gustan esperando por la compañía de alguien, el ""no puedo, no tengo con quién"" 🤷🏾‍♂️",Positiva
1242,"Buenos días twiteros,recuerden que hoy 19 es bancario, no vayan a buscar efectivo pues perderán el viaje.",Neutra
1243,"@galdamez94 Del Chelsea no me fio nada, y contragolpean que da miedo. Y el Borussia es mi segundo fav. 😜 El Oporto defiende bien pero luego carencias",Neutra
1244,"Dejen de darle acceso a sus vidas a gente barata. Amigos que traicionan, amores que mienten, personas que envidian. Sáquenlos, sin miedo, y verán como empieza a llegar la gente correcta 🥰",Negativa
1245,"A mí me decís gorda y si cómo 3 platos de ravioles con tuco, ofenderme nunca papá , cintura y miedo nunca tuve JAJAJAJAJAJA",Neutra
1246,"Eso de España es un lujo: tenemos aeropuertos construidos con dinero público donde no aterriza nadie y líneas aéreas rescatadas con dinero público que tienen un solo avión. Y parados, muchos parados",Negativa
1247,Lloré hoy tanto como el día que se fue pero ése día fue de tristeza hoy de alegría porque siento estamos en el camino correcto. Loviuuu cat @mauriciomacri 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷 https://t.co/79f5JSDWg1,Positiva
1248,"OVACION | En la tercera jornada del Campeonato Sudamericano que se realiza en parque Roca, Gabriel Morelli fue tercero en 50 pecho, y Martín Carrizo, en 1500 libre https://t.co/bSQD3VPHnR",Neutra
1249,"No olvidar, Juárez Atoche ofreció como prueba en contra los Humala, una Carta falsa de Hugo Chávez donde hablaba de una supuesta ayuda económica y que su Colaborador estrella en contra de Nadine, se fue preso por Narco y ni hablar de Martín Belaunde que es Aspirante hace 8 años",Negativa
1250,"Que PAJA ponerte mal de la nada, porque vos decís ""estoy triste y no sé por qué"" y si sabés, pero son tantas cosas acumuladas que no sabes cómo expresarlas y eso te pone peor, hasta lo más mínimo que te hagan te dan ganas de llorar",Negativa
1251,"Cuando usted lea SIN NINGÚN TIPO DE DISCRIMINACIÓN, Esta es la excusa perfecta para los jueces de la corte idh, pueden  mal interpretar la normal y así incluir subjetivismos como la Identidad de género y la orientación sexual, poniéndolas al mismo nivel que el Sexo y la Raza. https://t.co/bEwSDYP1r4",Negativa
1252,@CeliaHidalgo16 @HankerPeri @intensita96 El 28. Los buenos tiempos. Lloro. https://t.co/p6HtDPIbZS,Neutra
1253,"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Negativa
1254,"Venezolanos . El régimen está herido de muerte y el mundo democrático se le vino encima para rematarlo , lo tienen rodeado y siguen aprobando leyes y sanciones . Esa UNIDAD tiene que ser nacional e internacional . Acompañemos a nuestro presidente @jguaido.",Negativa
1255,"Vosotros veis normal que estoy jugando 6s y me voy porque pepe va a hostear lates de 50 y me renta mas jugar eso, y ya me empiezan a llamar chupapollas , que puta pena de gente y de comunidad",Negativa
1256,Interpelación radical  y crítica alegre https://t.co/MJ7mH33TmR https://t.co/exEbWQdOw6,Neutra
1257,@chicowilson63 @franrgdv Jajajajaj te cachai esperar a que te sirvan el almuerzo hasta las 10 pm jajajaj me cagué de la risa xd,Positiva
1258,saber ingles🤝usar el traductor por el miedo a errar,Positiva
1259,"A ver,no me ignoren o lloro https://t.co/ZWNZVloknP",Neutra
1260,"Ortiz y Vivanco llaman porno a lo que sería violación a la intimidad, ignoran cuántas mujeres se han suicidado por motivos similares, incluso si es un bulo. Que @marcelaguinaga sea política no les da carta libre para lanzar sobre ella su decadente machismo.https://t.co/q8YUi2FU8I",Negativa
1261,"Los pasajeros del avión de Laser con fuga de combustible en Maiquetía, no saben la suerte que tuvieron.

El manejo de la situación por el personal de tierra fue fatal.",Negativa
1262,"París y su región confinadas durante 4 semanas. Mientras, los franceses no paran de venir a España a hacer el cabra. ¡Monstruos @sanidadgob ! 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 Es que es de cárcel...",Neutra
1263,Está noche estaré con Leuco,Neutra
1264,"Me acaban de decir que le parece triste que yo viaje solo, vaya a la playa solo y haga todo solo...

A mi me parece más triste dejar de hacer las cosas que te gustan esperando por la compañía de alguien, el ""no puedo, no tengo con quién"" 🤷🏾‍♂️",Negativa
1265,"Por hechos como los #VacunadosVip es que soy afín al marxismo. En el punto de mayores contradicciones sociales, donde se juega la propia supervivencia, las clases dominantes -locales y globales- no tienen ninguna vergüenza en demostrar ""quién manda"" y a ""quién se vacuna primero"".",Positiva
1266,"@byclaudiaespi @deadxshadowx @PeludosViajeros No piden dinero. Están recaudando en Rumanía para pagar su viaje, lo difícil es encontrar quien la traiga. MIL GRACIAS",Negativa
1267,"Oye empleado del cartel de Sinaloa @lopezobrador_  recuerdas cuando dijiste ..... Ahí están las masacres y te dió mucha risa...
Pues mira corrupto, las siguientes imagenes.
👇 https://t.co/if9rKvqVBD",Negativa
1268,@bananaensecreto @xabi_rguez normal..,Negativa
1269,"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Negativa
1270,Es normal que con el intercambio mágico de Pokémon espada me lleguen todo el rato legendarios ilegales? Deberían solucionarlo # Pokémon,Negativa
1271,"El problema de España son los youtubers que se instalan en Andorra y las infantas que se vacunan en Abu Dabi.
No regalar 53M a la chavista aerolínea con un solo avión Plus Ultra, representada por Baltasar Garzón.
Da miedo pensar cómo despilfarrará el Gobierno los fondos europeos.",Negativa
1272,Y ya me empezó de vuelta el miedo porque me agregaron al grupo de la mesa 😭😭😭,Negativa
1273,Yo tomo vino y tú cerveza,Neutra
1274,"Estoy viendo las cifras de contagio y de verdad me angustio mucho. Nunca he contado esta parte, pero cuando a mí me iban a intubar, el doctor, que hasta ese momento puro me hacía reir, estaba muy triste. No me olvido de su cara de desolación cuando me dio la noticia. Me preguntó",Negativa
1275,Este guapísimo siempre me sorprende en las mañanas 😍 hoy me trajo café a mi casa cuando yo todavía seguía dormida ♥️😍🥰 @aaronmtzc  te amoooo!!! https://t.co/owJoovpR2Z,Negativa
1276,@reisstef Normal,Neutra
1277,"🩸 ¡¿Pero en qué manos estamos?! 
Y ahí siguen.
Miedo (y asco) 

#cloacas 
#Villarejo 
#ElisaPinto https://t.co/yLIkaKcA1h",Negativa
1278,Este mmg debe ir preso por usurpación de funciones. Ya que ladilla. https://t.co/eDDuGQX6qt,Negativa
1279,"Pablo Iglesias: “Es más que probable que Ayuso sea imputada y acabe en prisión”
...Que están tramando?
Estamos en una dictadura donde lo controlan todo y los poderes del estado están en sus manos
Este dictadorzuelo es un peligro para la sociedad
Que están preparando contra Ayuso?",Negativa
1280,"yuta soñaba tanto con triunfar en japón, ahora nct 127 es de los grupos más reconocidos y escuchados allá, con números altos. y yuta se convirtió en la celebridad japonesa con más seguidores en Instagram, finalmente se está haciendo realidad. lloro de orgullo",Positiva
1281,Hoy estoy para tomar vino con la primera persona que se la juegue y active,Neutra
1282,"Es una enorme alegría poder compartir la emoción de las familias de Trenque Lauquen al recibir sus nuevos hogares.

Hoy entregamos 11 viviendas en la localidad de 30 de Agosto, junto a @MFernandezTL y @agussimone.

#ObrasQueTransforman https://t.co/tU7ZatytM9",Positiva
1283,"@jorgecontre Si el virus fuera Maracucho todos estaríamos gordos, amando la grasa, la fritura, la Malta y la cerveza. Sería mucha felicidad dentro de un mismo año 😅",Positiva
1284,"Marxismo y Ecología: Este ensayo descubre las profundas raíces ecológicas de Marx y su vínculo con la economía ecológica moderna, discutiendo el proyecto más amplio de construir un movimiento social para detener y revertir la destrucción ecológica y social https://t.co/rMhoVUysA8 https://t.co/dMtuuCLif4",Neutra
1285,"@La_SER No es extraño este comentario. Es normal que las personas con fortuna no quieran votar a aquellos que buncan una sociedad económicamente equilibrada. Lo que es más extraño es que los pobres voten a la derecha, que promueve esta desigualdad. Pero todo el mundo es libre,... o no.",Negativa
1286,@DArticulados No me da miedo.,Neutra
1287,Al vino y a tus besos jamás les voy a decir que no,Positiva
1288,"#BuenasNoches y los #BuenosDias son compañeros de viaje. Se debería normalizar el carácter y no analizarlo mal porque gracias a eso a la persona le ayuda hablar claro. Una cosa es el carácter y otra cosa distinta es la mentira compulsiva y el odio, nada que ver uno con el otro. https://t.co/vJ5Cj3i4RH",Negativa
1289,"María, la hija de El Mani ha querido sorprender a su padre esta noche ¡Menuda alegría se ha llevado! #YoSoydelSur48 https://t.co/MnlbBxL3Kh",Positiva
1290,"me da risa la doble moral que se cargan muchos del fandom, se están quejando y son los primeros en usar el contenido de ss",Negativa
1291,"@RobertoGG69 ya de por si las ultimas dos temporadas sin Genndy fueron mediocres, lo mismo en las ppg (aunque en ese caso creo yo tuvo mas buenos episodios que dexter)

no me gusta como flanderizaron a los personajes y como retconearon la historia xd",Negativa
1292,Escuela Normal Nacional de Varones Miguel Jiménez López #Tunja 1976 https://t.co/E3ZnQd2zkL,Neutra
