sentence,vote
"@antovicente1 Quiera Dios que la Junta directiva aún tenga algo de honorabilidad, honestidad y valores de los que permitieron al banco y sus empleados  sentirse olgullosos de pertenecen a la familia BOD  y dejen el miedo para exigir a Víctor Vargas inicie la devolucion de los ahorros",Neutra
"arruinaría tu vida. Madre mía, lo que tú no sabes es que yo te hubiera brindado paz y armonía, hubiera alegrado todas aquellas mañanas en donde no vieras la luz del sol. Hubiera luchado por nosotros, pero tú decidiste por ambos y yo no pude hacer nada más que darte un intento de+",Negativa
"Derecho a la eutanasia, por fin! 👏👏👏
Alquileres asequibles, ni lo sueñes! 😢
Qué poco dura la alegría en la casa del pobre! 😢😢",Negativa
"Migrante venezolano murió caminando por altiplano en frontera entre Bolivia y Chile

Domingo Jesús Vivas González iba a pié, a más de 3.700 metros de altura, sufriendo temperaturas bajo cero en las mañanas y noches y un sol abrasador durante el día

https://t.co/JHF3OYMpTx",Neutra
El fin tuve miedo porque comí cebolla y no me sabía a nada pero toda mi demás comida me sabía exquisito 😂😂 hoy volví a comer cebolla y guácala 🤮 conclusión: pinche perro estrés. Ah y que me caga la cebolla 😅,Neutra
"🚨 #LOÚLTIMO 💣#NoticiaBomba💥 Beto Ortiz publicará esta noche los correos que revelan qué periodista se reunía en secreto con Vizcarra.
https://t.co/SeEOwchiqi",Neutra
"VAMOS CON ALEGRÍA 💃🕺🗣️1️⃣ #DaleUnParaoALaCovid19 
2️⃣ #HitoBicentenario3Millones500Mil🏘️ @NicolasMaduro @IMVillarroel1 @DracuTuitera @Corazon_Chavizt @7chiz @guzzy_9 @blancasppp @2021Luchadora @20Venceremos
@20Mivzla @yhoscarly @Yulitzavillalo6 @YulitzaGuerrera @mercedeslouzaod",Positiva
"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Negativa
"Nuestro ultimo participante revelado esta noche.

Se juntaron los pibes! 
Estará el resto del imperio, verdad?... ver... verdad..?

Denle la bienvenida a @CrisGreen95 ! https://t.co/n36DwuPWn7",Neutra
"Estamos tan acostumbradas a recibir pésimas noticias cuando desparece una piba que tengo una mezcla de sorpresa, emoción y alegría tremenda. Maia apareció con vida.",Negativa
"Cuando hasta @elcomerciocom lo publica, es cuando entiendes q se les viene la noche a los criminales de Oct/19: @lenin @mariapaularomo, #jarrin pagarán por sus delitos.

PD: No olvidemos q @LassoGuillermo pidió recrudecer la represión y #Yaku pactó con los victimarios del pueblo! https://t.co/OKwsHQUoon",Negativa
"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Negativa
"Los ministerios de la mujer jamás son de la mujer: son puros negocios feministas que no sirven de nada. Mucho mejor que un Ministerio de la Mujer sería un Ministerio de la Familia, donde todos (hombres, niños y mujeres) encuentren representación.",Negativa
"#18Mar 🇻🇪📢 ¡ APOYEMOS CON MUCHO ENTUSIASMO Y ALEGRIA LAS  ETIQUETAS DEL DÍA! ▶️ 

1️⃣ #HitoBicentenario3millones500mil

2️⃣ #DaleUnParaoALaCovid19",Positiva
Dice mi madre que si llevo un jersey de Pikachu enfadado https://t.co/anlkZ1gxSu,Neutra
"Nuestro ultimo participante revelado esta noche.

Se juntaron los pibes! 
Estará el resto del imperio, verdad?... ver... verdad..?

Denle la bienvenida a @CrisGreen95 ! https://t.co/n36DwuPWn7",Neutra
"Hoy hemos reido, hoy hemos llorado, hoy nos hemos enfadado, hoy hemos sufrido... pero lo mas importante es que los hemos hecho juntas y juntos. 
Hoy el miedo ha cambiado de bando, se lo hemos visto en la cara. Hay que hacerles pasar mas miedo! #TubacexBorrokan
#Tubacex",Positiva
Buenas Tardes Tuiteros Impulsemos con Alegría ntra2⃣Et #HitoBicentenario3millones500mil @yhoscarly @Jonatha718  @luiscarrillo66 @mercedeslouzaod @nestorevolucion @Yilva3 @elioseq14 @Biristay1980 @Aijuna6 @amelia74698445 @Edinsonvh @coromoto0129 @GusMV6 @LaRevol92534227 @VaneCuchs,Neutra
Un partido antes de 7 de la noche 🤩🤩 https://t.co/7zsUjlexZH,Positiva
"Todas las mañanas amanece parada esa inquebrantable voluntad y espíritu de superación, que nos permite levantarnos para ir al trabajo y hacer crecer al país.

Somos los que mantenemos a los flojos abZurdos y a los vagos políticos cafiches del estado

Buenos días 🌞",Positiva
@migeishamar Feliz noche.,Positiva
"SEGUIMOS APOYANDO CON ALEGRÍA 
👇👇
🥈#HitoBicentenario3millones500mil 
👆👆 
🥇#DaleUnParaoALaCovid19 @NicolasMaduro @Mippcivzla @perla_reyes2 @4Frevolucion2 @ItaloPsuv @c1_francis @2mmarqez @miriamc207931 @teracandaga @Parrita67268373 @mcyl2016 @EstrellaDeOshun @HenryVera_702",Positiva
"Menos mal hizo frío otra vez porque ya se me estaba desconjelando el corazon y no, que miedo mor.",Neutra
"Sufrí crisis brutal angustia y ansiedad que me impedía comer porque pensaba que me iba a morir,era incapaz de controlar mi miedo.
#YoTambienVoyAlMedico #SaludMental
Gracias a la atención de psiquiatra de SegSocial,estoy casi bien.Todas personas tienen derecho a ser atendidos",Positiva
"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Positiva
Mi solidaridad total contigo @Graciela_Jimena . Recibo amenazas del mismo sujeto por el trabajo periodístico que hacemos desde DiloFuerte también. Los periodistas no deberíamos trabajar con miedo @PoliciaPeru https://t.co/BgYxGFAzxz https://t.co/HInjVEgCQG,Positiva
"Un día más para ser felices con todas las medidas de higiene y cuidados .
Gracias a Uds por alegrar siempre mis mañanas.
@SandraTvazteca 
@alvarez_armando 
😷😷😷😷😷😷😷😷
No bajemos la guardia por qué cada día está pandemia no perdona  a nadie , bendiciones!!! https://t.co/7VneknO9UY",Positiva
"Pues vaya mierda de noche, je.",Negativa
"#18Mar 🇻🇪📢 ¡ ETIQUETAS!
#DaleUnParaoALaCovid19 #HitoBicentenario3millones500mil
Feliz y bendecida noche 🎇
@Alicia53532006 
@grisilidis 
@YanetteCabezas1 
@Noti_Patria_VE 
@PlataformaPatri 
@CarnetDLaPatria 
@BonosSocial https://t.co/x8UADWPx6C",Negativa
"Y ya lo sabes nada es casualidad. 
https://t.co/XzdWBhE17h",Positiva
"Vacunación en PBA. Alegría, esperanza y muchas ganas de vivir. Qué huecas que quedan las palabras de los opositontos. https://t.co/u4QvZBRgJj",Positiva
Yo todas las mañanas https://t.co/Ne3WOgwdsP,Positiva
"#HitoBicentenario3millones500mil
#DaleUnParaoALaCovid19
️😁🌝Noche
@NicolasMaduro @Mippcivzla @VTVcanal8 @CarnetDLaPatria @josemvasquez @amelia74698445 @dcabellor @PatriotaCr7 @Anthonycr712 @Camilajos76 @Gerardelrevolu1 @pancho2360 @PartidoPSUV @NelysMaria4 @Camila_971 @JorgeRL https://t.co/KCkq9YqPED",Positiva
"@mariomeoni Una gran alegría luego de 28 años vuelve el tren Del Valle a Plottier.
Un gran trabajo ministro este es el camino para la #ReconstrucciónArgentina",Negativa
"Lo dijo en una reunión de la Junta de Coordinación Política, muy enfadado porque le quisieran auditar los gastos, como si fuese cualquier «hijo de vecino» y quiso que destituyeran al auditor. https://t.co/cgy8zEO2xe",Negativa
"Buenos días familia 👨‍👩‍👦‍👦 Tuitera dios los bendiga 🙏, llegué con el cafecito ☕ de las mañanas buen criollito y sabrosito 😋 para seguir dándole duro a la ET🏷️ de hoy #18Mar 
#DaleUnParaoALaCovid19 
De ti depende que no se propague más ,usa 😷
Cuídate y cuidamos
@NellyPSUVYa",Positiva
"Que Carlos se ha enfadado porque Lola estaba bailando con otro? Que Carlos es gilipollas? No me lo podía esperar. 

#LaIslaDeLasTentaciones11",Positiva
Volví a tomar café en las mañanas después de unos 15 o más años y me siento bien :) Antes me daba taquicardia 😅,Positiva
"Pues parece que mientras se manda gente a la calle, otros se inflan. Nada nuevo en el horizonte.
Bobby Kotick, CEO de Activision Blizzard, se embolsa 200 millones de dólares por cláusula de contrato (una compensación para pérdidas), y los inversores se han enfadado un poquito. https://t.co/JQT3PXXIeG",Negativa
"Lara: Ya no puede pasar nada más, bueno si. que te cases y no lo vea #LaIslaDeLasTentaciones11 https://t.co/xPXAVr6PlZ",Negativa
"Ah, no, mirá esa alegría por la vacuna. https://t.co/WJMAjQWT34",Positiva
"🤔 ¿La primera noche en la Academia de OT 2017?
🤓 La primera noche en la Academia de OT 2017 
📺 Aquí 👉🏻 https://t.co/sewtzaeR9R ❤️🎶 https://t.co/RwO1nMvUAT",Positiva
No hables de identidad cuando te encasillas por miedo.,Negativa
Si alguna vez te sentaste inútil piensa en este hombre que se pone el micrófono del cuello todas las mañanas para no abrir la puta boca #LaIslaDeLasTentaciones11 https://t.co/y8ybpc3oo6,Negativa
"Nuestro ultimo participante revelado esta noche.

Se juntaron los pibes! 
Estará el resto del imperio, verdad?... ver... verdad..?

Denle la bienvenida a @CrisGreen95 ! https://t.co/n36DwuPWn7",Positiva
"Hermanos mexicanos, si los visitan los siervos de la nación y les condicionan los programas sociales a cambio del voto, mándelos con toda confianza a ¡chingar a su madre! Nadie les va a quitar nada.",Negativa
"“¿Cómo olvidar la primera vez que uno ve Rapture? Es increíble lo que el Hombre puede hacer cuando se libra del gobierno y de Dios” #Bioshock 

Buenas noches gente, uno que cierra por hoy el chiringuito.
Que paséis buena noche y descanséis! https://t.co/KCuv0rbSuA",Neutra
"Tengo unas ganas de morirme, a tiraba esa, igual si, es como que no tengo antusiamo por nada ja",Negativa
"Odio las mañanas frías, odio andar abrigada, odio todo lo relacionado al frío",Positiva
@KeruSanchez que alegría verte en @LateMotivCero con @pere_aznar !!! Me he teletransportado a aquellas mañanas con los pelos de puta por tus canciones de camino a la uni. Pere... Eres un crack.,Positiva
"Volver a trabajar con mi compa la juli, la cordobesa te llena de alegría todas las mañanas!",Positiva
"He decidido ver mañana a la noche la ZSJL porque no tuve tiempo y tengo que despertar temprano. Además, es el estreno de FAWS. Va a ser un muy buen día.",Positiva
Menuda robada la final de Drag Race UK vaya puta mierda estoy muy enfadado,Negativa
Hace casi 10´que Puma está grabando un audio #miedo,Negativa
@ctrl_alt_suprim Sale corriendo todas las mañanas al ver a mi perro.,Positiva
No confío en la gente que no toma café por las mañanas.,Negativa
"Nuestro ultimo participante revelado esta noche.

Se juntaron los pibes! 
Estará el resto del imperio, verdad?... ver... verdad..?

Denle la bienvenida a @CrisGreen95 ! https://t.co/n36DwuPWn7",Positiva
Dioss ir a andar en bici con namjoon todas las mañanas UN SUEÑO,Negativa
tu voz por las mañanas&gt;&gt;&gt;,Positiva
@SofiPollacchi mi ex tenia un programa en la compu q grababa la pantalla toda la noche y al otro dia se fijaba si me había conectado a skype el verdadero demente,Negativa
Todos deberían tomar platano pera y agua por las mañanas. Vieran que bien se siente uno,Positiva
"Pero no cuando decis tipo ""odio a x colectivo no oprimido"" si no a cuando decis alguna broma de esas hacia mí. No sé cuándo es verdad y cuando no entonces me dices ""QUE TE CALLES LA BOCA"" y pues pienso que te has enfadado.",Negativa
"Y será verdad que mi madre se ha enfadado porque me he enfadado porque me ha tirado del pelo fuerte para que le dé la manta, y será verdad.
Se hace más la víctima que Lola tío",Positiva
"#18Mar Apoyemos esta noche  a las 7:00pm este twitazo por la libertad  del Teniente Coronel Rupert Sánchez  Preso Político detenido desde el 2014 

#LiberenARuperto https://t.co/oPCEpLZ4qJ",Negativa
"Nuestro ultimo participante revelado esta noche.

Se juntaron los pibes! 
Estará el resto del imperio, verdad?... ver... verdad..?

Denle la bienvenida a @CrisGreen95 ! https://t.co/n36DwuPWn7",Negativa
"La encontraron viva hermano cuantas veces podemos decir esto es fuertisimo, q alegría POR DIOS",Negativa
Advertimos desde un principio que la fiscalía no encontraría nada en las sim card de Monsalve. El testigo más importante contra Uribe no ha sido deslegitimado. Ni el tirano de turno ni su circo Romano han podido doblegarlo. Iremos a juicio a demostrar la verdad.,Positiva
"@ccarballo50 Con todos mis respetos y viendo la clase política que tenemos a mí eso no me ofrece ninguna garantía, a saber qué se ponen...",Negativa
"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Negativa
"Tengo miedo de verte
necesidad de verte
esperanza de verte
desazones de verte

tengo urgencia de oírte
alegría de oírte
buena suerte de oírte
y temores de oírte

o sea
resumiendo
estoy jodido
y radiante
quizás más lo primero
que lo segundo
y también
viceversa.

—Mario Benedetti",Positiva
"Yo todas las mañanas , ah también el de las mañaneras ... https://t.co/WFZtMNWH1V",Positiva
"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Negativa
".@lopezobrador_ vociferó comprar TODAS las vacunas desde hace meses pero se la ha pasado pepenando dosis y hoy Mister “misión cumplida” @m_ebrard informa que Biden compartirá vacunas con México 

Así que al final sale la verdad,NO SE COMPRÓ NADA

INÚTILES",Negativa
"Pues parece que mientras se manda gente a la calle, otros se inflan. Nada nuevo en el horizonte.
Bobby Kotick, CEO de Activision Blizzard, se embolsa 200 millones de dólares por cláusula de contrato (una compensación para pérdidas), y los inversores se han enfadado un poquito. https://t.co/JQT3PXXIeG",Negativa
Es una puta vergüenza que le regalen 53 millones a la aerolínea chavista Plus Ultra con 350 empleados. Ni una triste ayuda directa a hosteleros y luego regalando millonadas a sus socios chavistas. Además luego tienen los santos cojones de subir los impuestos a los autónomos.,Negativa
"Ustedes recuerdan las multitudinarias presentaciones del libro de Cristina Fernández de Kirchner? Había pasión, alegría, esperanza, amor, sobre todo mucho amor ❤
#Sinceramente https://t.co/cyXtFiyyMi",Positiva
Así son las mañanas que me gustan. Fresquitas,Positiva
ok. Tengo que escuchar la presentación del libro todas las mañanas. Es terapéutico. Me da ánimo. Lo quiero!,Positiva
"@migue_nm_8 Es que literal, me voy a dormir enfadado Bro, esto es injusto",Negativa
Mi espejo por las mañanas #LaIslaDeLasTentaciones11 https://t.co/ijMGY10nGz,Positiva
"Poco a poco y con rigurosos protocolos de bioseguridad, vuelve la vida a nuestra @IUPascualBravo.

¡Vuelven nuestros estudiantes y profes y le devuelven la alegría a nuestro campus universitario! 
👨🏽‍💻🌳🧑🏼‍🔬🌈👷🏼‍♂️💚👩🏻‍💻

Pronto volveremos a estar TODOS juntos en nuestra casa 💪🏼✨🤜🏻🤛🏻 https://t.co/Mf0mmmbCqQ",Positiva
"Que mañana al despertar Dios te conceda todo lo que tu alma anhela, feliz noche 🌃💕
#HitoBicentenario3millones500mil @adonais18 @Maria14287934  @YanetteCabezas1 @BoYraida @Rafito_Herrera @Mozkovo2021 @2021Luchadora @Edinsonvh @NellySu47381605 @ch_cdg @Licha19851 @EstrellaDeOshun",Positiva
"“Me duele que Hugo se haya enfadado conmigo”
Susan TODA ESPAÑA ESTA ENFADADA.
 #LaIslaDeLasTentaciones11 https://t.co/s9eBXEOJ95",Negativa
Mi mayor miedo???? no tener el futuro que yo quiero.,Negativa
"No hay entrevista a candidato donde no se nombre @rlopezaliaga1, es una bandera discutida.
Sigan, sigan. Cuanto más hablan de él, más  crece la #Olaceleste🌊🌊🌊
¡Qué obsesión! (¿o miedo?) de los candidatos y periodistas por el tío #Porky...
""Ladran...""
#QueNoTeEngañen https://t.co/CLNGwQIlFs",Negativa
"Cuando sales enfadado y se te engancha la manga en el picaporte, pero en futbol 🤣👇 https://t.co/X13qgfJo5I",Negativa
Necesito alguien que me haga un cafecito por las mañanas,Positiva
Buenas Tardes Tuiteros Impulsemos con Alegría ntra2⃣Et #HitoBicentenario3millones500mil @yhoscarly @Jonatha718  @luiscarrillo66 @mercedeslouzaod @nestorevolucion @Yilva3 @elioseq14 @Biristay1980 @Aijuna6 @amelia74698445 @Edinsonvh @coromoto0129 @GusMV6 @LaRevol92534227 @VaneCuchs,Positiva
"La Empresa @PetrocasaOfcial agradece a  todo el equipo que forma parte de la #GMVV bajo el liderazgo de nuestro Pdte. Nicolás Maduro por llenar de alegría y felicidad a esas familias que hoy reciben un hogar digno.  #HitoBicentenario3millones500mil
@NicolasMaduro
@Minhvi_Oficial https://t.co/B6tyV50B3W",Negativa
